,corr,train_seed,gen,n_eval,acc,score
39,0.6,0,39,101000,0.1,0.5374526403550238
40,0.6,0,40,106000,0.1,0.5374526403550238
41,0.6,0,41,108000,0.05,0.5374526403550238
42,0.6,0,42,110000,0.05,0.5374526403550238
43,0.6,0,43,112000,0.05,0.5374526403550238
44,0.6,0,44,114000,0.05,0.5374526403550238
45,0.6,0,45,116000,0.05,0.5374526403550238
46,0.6,0,46,118000,0.05,0.5374526403550238
47,0.6,0,47,120000,0.05,0.5374526403550238
48,0.6,0,48,122000,0.05,0.5374526403550238
49,0.6,0,49,124000,0.05,0.5374526403550238
50,0.6,1,0,2000,0.05,0.5381346321734954
51,0.6,1,1,4000,0.05,0.6939479948912813
52,0.6,1,2,6000,0.05,0.6496867680711957
53,0.6,1,3,8000,0.05,0.6698657373252979
54,0.6,1,4,10000,0.05,0.9350075112621965
55,0.6,1,5,15000,0.1,0.5495799774676098
56,0.6,1,6,25000,0.2,0.539101535422409
57,0.6,1,7,27000,0.05,0.9350075112621965
58,0.6,1,8,29000,0.05,0.69311614038357
59,0.6,1,9,34000,0.1,0.46464836362074763
60,0.6,1,10,39000,0.1,0.6340239475505592
61,0.6,1,11,41000,0.05,0.7315376183909048
62,0.6,1,12,43000,0.05,0.6164066674100547
63,0.6,1,13,45000,0.05,0.6164066674100547
64,0.6,1,14,50000,0.1,0.5191892091956227
65,0.6,1,15,52000,0.05,0.6164066674100547
66,0.6,1,16,54000,0.05,0.6164066674100547
67,0.6,1,17,56000,0.05,0.6164066674100547
68,0.6,1,18,58000,0.05,0.6164066674100547
69,0.6,1,19,60000,0.05,0.6164066674100547
70,0.6,1,20,62000,0.05,0.6164066674100547
71,0.6,1,21,64000,0.05,0.6164066674100547
72,0.6,1,22,66000,0.05,0.489056575663472
73,0.6,1,23,68000,0.05,0.5794946111995096
74,0.6,1,24,70000,0.05,0.7474162586753653
75,0.6,1,25,80000,0.2,0.5052276704504013
76,0.6,1,26,90000,0.2,0.4366599255227014
77,0.6,1,27,100000,0.2,0.4366599255227014
78,0.6,1,28,107000,0.15000000000000002,0.5037256830074884
79,0.6,1,29,114000,0.15000000000000002,0.5037256830074884
80,0.6,1,30,119000,0.1,0.6697442771721025
81,0.6,1,31,124000,0.1,0.3884855546841986
82,0.6,1,32,134000,0.2,0.45241322175782966
83,0.6,1,33,141000,0.15000000000000002,0.49286150713232696
84,0.6,1,34,151000,0.2,0.24385564726629064
85,0.6,1,35,156000,0.1,0.5425345699620219
86,0.6,1,36,163000,0.15000000000000002,0.49376562817376063
87,0.6,1,37,168000,0.1,0.5189636689897185
88,0.6,1,38,173000,0.1,0.5189636689897185
89,0.6,1,39,178000,0.1,0.5351964678572517
90,0.6,1,40,183000,0.1,0.635225622243333
91,0.6,1,41,188000,0.1,0.5351964678572517
92,0.6,1,42,190000,0.05,0.6476117260069439
93,0.6,1,43,192000,0.05,0.6164066674100547
94,0.6,1,44,194000,0.05,0.6132877570124882
95,0.6,1,45,199000,0.1,0.7936559257076661
96,0.6,1,46,204000,0.1,0.3082255507497783
97,0.6,1,47,211000,0.15000000000000002,0.34707862059006717
98,0.6,1,48,218000,0.15000000000000002,0.49123442393358263
99,0.6,1,49,223000,0.1,0.48861529826799455
100,0.6,2,0,2000,0.05,0.4980893342823612
101,0.6,2,1,7000,0.1,0.5215300399410658
102,0.6,2,2,12000,0.1,0.5780883433886383
103,0.6,2,3,14000,0.05,0.4224218503124107
104,0.6,2,4,16000,0.05,2.279748353704513
105,0.6,2,5,26000,0.2,0.5136896078021497
106,0.6,2,6,31000,0.1,0.44832821772584
107,0.6,2,7,33000,0.05,0.43791307405023056
108,0.6,2,8,35000,0.05,3.654954721116397
109,0.6,2,9,40000,0.1,0.44832821772584
110,0.6,2,10,45000,0.1,0.44826278120027857
111,0.6,2,11,47000,0.05,0.6318795233185645
112,0.6,2,12,52000,0.1,0.45128073827306264
113,0.6,2,13,57000,0.1,0.5535490510740567
114,0.6,2,14,59000,0.05,1.1835767434764124
115,0.6,2,15,61000,0.05,1.264361032920614
116,0.6,2,16,63000,0.05,1.264361032920614
117,0.6,2,17,65000,0.05,0.5312815460908089
118,0.6,2,18,67000,0.05,0.5312815460908089
119,0.6,2,19,72000,0.1,0.4431095866037872
120,0.6,2,20,74000,0.05,1.5628568909492437
121,0.6,2,21,76000,0.05,0.4633210021923221
122,0.6,2,22,78000,0.05,0.5613264567725085
123,0.6,2,23,80000,0.05,0.7886481682660047
124,0.6,2,24,82000,0.05,0.7886481682660047
125,0.6,2,25,84000,0.05,0.450961449084022
126,0.6,2,26,86000,0.05,0.450961449084022
127,0.6,2,27,88000,0.05,0.450961449084022
128,0.6,2,28,90000,0.05,0.450961449084022
129,0.6,2,29,92000,0.05,0.450961449084022
130,0.6,2,30,94000,0.05,0.450961449084022
131,0.6,2,31,96000,0.05,0.450961449084022
132,0.6,2,32,98000,0.05,0.450961449084022
133,0.6,2,33,100000,0.05,0.450961449084022
134,0.6,2,34,102000,0.05,0.450961449084022
135,0.6,2,35,104000,0.05,0.450961449084022
136,0.6,2,36,106000,0.05,0.450961449084022
137,0.6,2,37,108000,0.05,0.450961449084022
138,0.6,2,38,110000,0.05,0.450961449084022
139,0.6,2,39,112000,0.05,0.450961449084022
140,0.6,2,40,114000,0.05,0.450961449084022
141,0.6,2,41,116000,0.05,0.450961449084022
142,0.6,2,42,118000,0.05,0.450961449084022
143,0.6,2,43,120000,0.05,0.450961449084022
144,0.6,2,44,122000,0.05,0.450961449084022
145,0.6,2,45,124000,0.05,0.450961449084022
146,0.6,2,46,126000,0.05,0.3967383770619701
147,0.6,2,47,128000,0.05,0.450961449084022
148,0.6,2,48,130000,0.05,0.450961449084022
149,0.6,2,49,132000,0.05,0.450961449084022
150,0.6,3,0,2000,0.05,10.720071237627074
151,0.6,3,1,7000,0.1,0.603248610721157
152,0.6,3,2,12000,0.1,0.603248610721157
153,0.6,3,3,14000,0.05,0.744448813029381
154,0.6,3,4,16000,0.05,0.744448813029381
155,0.6,3,5,18000,0.05,0.744448813029381
156,0.6,3,6,23000,0.1,0.5283261547969658
157,0.6,3,7,25000,0.05,0.744448813029381
158,0.6,3,8,30000,0.1,0.5423290135546229
159,0.6,3,9,35000,0.1,0.5423290135546229
160,0.6,3,10,40000,0.1,0.5423290135546229
161,0.6,3,11,42000,0.05,0.5423290135546229
162,0.6,3,12,44000,0.05,0.5423290135546229
163,0.6,3,13,46000,0.05,0.5423290135546229
164,0.6,3,14,48000,0.05,0.5423290135546229
165,0.6,3,15,50000,0.05,0.5423290135546229
166,0.6,3,16,52000,0.05,0.5423290135546229
167,0.6,3,17,54000,0.05,0.5423290135546229
168,0.6,3,18,56000,0.05,0.5423290135546229
169,0.6,3,19,58000,0.05,0.5423290135546229
170,0.6,3,20,60000,0.05,0.5423290135546229
171,0.6,3,21,62000,0.05,0.5423290135546229
172,0.6,3,22,64000,0.05,0.5423290135546229
173,0.6,3,23,66000,0.05,0.5423290135546229
174,0.6,3,24,68000,0.05,0.5423290135546229
175,0.6,3,25,70000,0.05,0.5423290135546229
176,0.6,3,26,72000,0.05,0.5423290135546229
177,0.6,3,27,74000,0.05,0.5423290135546229
178,0.6,3,28,76000,0.05,0.5423290135546229
179,0.6,3,29,78000,0.05,0.5423290135546229
180,0.6,3,30,80000,0.05,0.5423290135546229
181,0.6,3,31,82000,0.05,0.5423290135546229
182,0.6,3,32,84000,0.05,0.5423290135546229
183,0.6,3,33,86000,0.05,0.5423290135546229
184,0.6,3,34,88000,0.05,0.5423290135546229
185,0.6,3,35,90000,0.05,0.5423290135546229
186,0.6,3,36,92000,0.05,0.5423290135546229
187,0.6,3,37,94000,0.05,0.5423290135546229
188,0.6,3,38,96000,0.05,0.5423290135546229
189,0.6,3,39,98000,0.05,0.5423290135546229
190,0.6,3,40,100000,0.05,0.5423290135546229
191,0.6,3,41,102000,0.05,0.5423290135546229
192,0.6,3,42,104000,0.05,0.5423290135546229
193,0.6,3,43,106000,0.05,0.5423290135546229
194,0.6,3,44,108000,0.05,0.5423290135546229
195,0.6,3,45,110000,0.05,0.5423290135546229
196,0.6,3,46,112000,0.05,0.5423290135546229
197,0.6,3,47,114000,0.05,0.5423290135546229
198,0.6,3,48,116000,0.05,0.5423290135546229
199,0.6,3,49,118000,0.05,0.5423290135546229
200,0.6,4,0,2000,0.05,1.0688247075321584
201,0.6,4,1,12000,0.2,0.9722230985253567
202,0.6,4,2,22000,0.2,0.44615717409833805
203,0.6,4,3,24000,0.05,0.39578069191073817
204,0.6,4,4,34000,0.2,0.48262289290230465
205,0.6,4,5,39000,0.1,1.4397889661083512
206,0.6,4,6,49000,0.2,1.6374699723931847
207,0.6,4,7,59000,0.2,0.49894619665497614
208,0.6,4,8,69000,0.2,0.49894619665497614
209,0.6,4,9,79000,0.2,0.42475472620199883
210,0.6,4,10,89000,0.2,0.48496810900936327
211,0.6,4,11,99000,0.2,0.4848545899264414
212,0.6,4,12,109000,0.2,0.4848545899264414
213,0.6,4,13,119000,0.2,0.41078285130400977
214,0.6,4,14,129000,0.2,0.4831370181732567
215,0.6,4,15,141000,0.25,0.41078285130400977
216,0.6,4,16,153000,0.25,0.4104706913768909
217,0.6,4,17,163000,0.2,0.4523562678991854
218,0.6,4,18,173000,0.2,0.4523562678991854
219,0.6,4,19,183000,0.2,0.4332643225457789
220,0.6,4,20,193000,0.2,0.41078285130400977
221,0.6,4,21,203000,0.2,0.41078285130400977
222,0.6,4,22,213000,0.2,0.422300089242084
223,0.6,4,23,223000,0.2,0.422300089242084
224,0.6,4,24,233000,0.2,0.422300089242084
225,0.6,4,25,243000,0.2,0.422300089242084
226,0.6,4,26,253000,0.2,0.422300089242084
227,0.6,4,27,263000,0.2,0.42253054964760134
228,0.6,4,28,273000,0.2,0.422300089242084
229,0.6,4,29,283000,0.2,0.42253054964760134
230,0.6,4,30,293000,0.2,0.42253054964760134
231,0.6,4,31,303000,0.2,0.42253054964760134
232,0.6,4,32,313000,0.2,0.4222734264655548
233,0.6,4,33,323000,0.2,0.4222734264655548
234,0.6,4,34,333000,0.2,0.42253054964760134
235,0.6,4,35,343000,0.2,0.42253054964760134
236,0.6,4,36,353000,0.2,0.42253054964760134
237,0.6,4,37,363000,0.2,0.4222734264655548
238,0.6,4,38,373000,0.2,0.4222734264655548
239,0.6,4,39,383000,0.2,0.42253054964760134
240,0.6,4,40,393000,0.2,0.42253054964760134
241,0.6,4,41,403000,0.2,0.4222734264655548
242,0.6,4,42,413000,0.2,0.42253054964760134
243,0.6,4,43,423000,0.2,0.4208573095794301
244,0.6,4,44,433000,0.2,0.4208573095794301
245,0.6,4,45,443000,0.2,0.4208573095794301
246,0.6,4,46,453000,0.2,0.4208573095794301
247,0.6,4,47,463000,0.2,0.4208573095794301
248,0.6,4,48,473000,0.2,0.4212262467965301
249,0.6,4,49,483000,0.2,0.4212262467965301
250,0.6,5,0,2000,0.05,0.6289868784101882
251,0.6,5,1,7000,0.1,1.3135681382860422
252,0.6,5,2,9000,0.05,0.741330764289856
253,0.6,5,3,11000,0.05,0.7453636827946843
254,0.6,5,4,13000,0.05,0.7453636827946843
255,0.6,5,5,15000,0.05,0.7417713899210289
256,0.6,5,6,20000,0.1,0.4415010289403305
257,0.6,5,7,25000,0.1,0.5088747453141406
258,0.6,5,8,27000,0.05,0.5112219210627453
259,0.6,5,9,29000,0.05,0.8158128443465208
260,0.6,5,10,39000,0.2,0.4146381067829218
261,0.6,5,11,49000,0.2,0.40724858536385766
262,0.6,5,12,51000,0.05,0.8158128443465208
263,0.6,5,13,61000,0.2,0.41702175679121467
264,0.6,5,14,71000,0.2,0.3986035003555244
265,0.6,5,15,73000,0.05,0.6497526744842455
266,0.6,5,16,83000,0.2,0.4297429705021226
267,0.6,5,17,85000,0.05,0.5974646022608128
268,0.6,5,18,87000,0.05,0.5239544962898868
269,0.6,5,19,89000,0.05,0.7859784813817647
270,0.6,5,20,91000,0.05,0.501635485602977
271,0.6,5,21,96000,0.1,0.6969249065528489
272,0.6,5,22,111000,0.3,0.43634615635746615
273,0.6,5,23,113000,0.05,0.7262775330304905
274,0.6,5,24,115000,0.05,0.5780123826213847
275,0.6,5,25,117000,0.05,0.46753082096097914
276,0.6,5,26,119000,0.05,0.4999060168831887
277,0.6,5,27,134000,0.3,0.4148121111221414
278,0.6,5,28,156000,0.44999999999999996,0.4288860449604999
279,0.6,5,29,171000,0.3,0.40936028882049635
280,0.6,5,30,181000,0.2,0.39428470444476554
281,0.6,5,31,191000,0.2,0.2950975132077851
282,0.6,5,32,201000,0.2,0.28071257711000924
283,0.6,5,33,208000,0.15000000000000002,0.3062778528945321
284,0.6,5,34,218000,0.2,0.3011748182513576
285,0.6,5,35,223000,0.1,0.2932536957429681
286,0.6,5,36,228000,0.1,0.2932536957429681
287,0.6,5,37,233000,0.1,0.2932536957429681
288,0.6,5,38,238000,0.1,0.2932536957429681
289,0.6,5,39,243000,0.1,0.2932536957429681
290,0.6,5,40,248000,0.1,0.2902090980001506
291,0.6,5,41,253000,0.1,0.2902090980001506
292,0.6,5,42,258000,0.1,0.2902090980001506
293,0.6,5,43,263000,0.1,0.2902090980001506
294,0.6,5,44,268000,0.1,0.2902090980001506
295,0.6,5,45,273000,0.1,0.2902090980001506
296,0.6,5,46,278000,0.1,0.2902090980001506
297,0.6,5,47,283000,0.1,0.2902090980001506
298,0.6,5,48,288000,0.1,0.4618424304305563
299,0.6,5,49,293000,0.1,0.4618424304305563
300,0.6,6,0,2000,0.05,2.6104441353929975
301,0.6,6,1,7000,0.1,0.5910010009935917
302,0.6,6,2,12000,0.1,1.02878098487217
303,0.6,6,3,14000,0.05,0.8886895574780951
304,0.6,6,4,16000,0.05,1.0215649230822414
305,0.6,6,5,18000,0.05,0.5779435087214291
306,0.6,6,6,20000,0.05,0.8235123952009092
307,0.6,6,7,22000,0.05,0.8679407548749846
308,0.6,6,8,24000,0.05,0.5890219279176835
309,0.6,6,9,26000,0.05,0.5890219279176835
310,0.6,6,10,28000,0.05,0.5862492560248875
311,0.6,6,11,33000,0.1,0.5629089366489292
312,0.6,6,12,38000,0.1,0.5629089366489292
313,0.6,6,13,43000,0.1,0.5629089366489292
314,0.6,6,14,45000,0.05,0.8731188038695824
315,0.6,6,15,47000,0.05,0.5890219279176835
316,0.6,6,16,49000,0.05,0.5629089366489292
317,0.6,6,17,51000,0.05,0.5629089366489292
318,0.6,6,18,53000,0.05,0.5629089366489292
319,0.6,6,19,55000,0.05,0.8731188038695824
320,0.6,6,20,57000,0.05,0.8731188038695824
321,0.6,6,21,59000,0.05,0.8731188038695824
322,0.6,6,22,61000,0.05,0.8731188038695824
323,0.6,6,23,66000,0.1,0.5626735722933198
324,0.6,6,24,71000,0.1,0.5626735722933198
325,0.6,6,25,81000,0.2,0.5155077444373494
326,0.6,6,26,83000,0.05,0.8731188038695824
327,0.6,6,27,110000,0.5499999999999999,0.3689179589430834
328,0.6,6,28,125000,0.3,0.4367547704278208
329,0.6,6,29,135000,0.2,0.5040757921298928
330,0.6,6,30,137000,0.05,0.3843228101808775
331,0.6,6,31,159000,0.44999999999999996,0.20203968135525419
332,0.6,6,32,161000,0.05,0.4129971740700261
333,0.6,6,33,163000,0.05,0.5798245297744362
334,0.6,6,34,165000,0.05,0.4680098892872032
335,0.6,6,35,167000,0.05,0.4680098892872032
336,0.6,6,36,169000,0.05,0.6651619906080327
337,0.6,6,37,171000,0.05,0.6651619906080327
338,0.6,6,38,173000,0.05,0.6651619906080327
339,0.6,6,39,175000,0.05,1.1609781347953212
340,0.6,6,40,177000,0.05,0.6651619906080327
341,0.6,6,41,179000,0.05,0.6651619906080327
342,0.6,6,42,181000,0.05,0.6651619906080327
343,0.6,6,43,183000,0.05,0.6651619906080327
344,0.6,6,44,185000,0.05,0.6651619906080327
345,0.6,6,45,187000,0.05,0.6651619906080327
346,0.6,6,46,189000,0.05,0.6651619906080327
347,0.6,6,47,191000,0.05,0.6651619906080327
348,0.6,6,48,193000,0.05,0.6651619906080327
349,0.6,6,49,195000,0.05,0.6651619906080327
350,0.6,7,0,2000,0.05,0.5364763389002788
351,0.6,7,1,7000,0.1,1.2651200968286893
352,0.6,7,2,12000,0.1,0.5354133273530784
353,0.6,7,3,22000,0.2,0.3575912102117313
354,0.6,7,4,32000,0.2,0.46333678063469075
355,0.6,7,5,42000,0.2,0.9088346402082352
356,0.6,7,6,52000,0.2,0.9088346402082352
357,0.6,7,7,62000,0.2,0.9088346402082352
358,0.6,7,8,72000,0.2,0.9088346402082352
359,0.6,7,9,82000,0.2,0.9088346402082352
360,0.6,7,10,92000,0.2,0.9515456254669675
361,0.6,7,11,102000,0.2,0.9515456254669675
362,0.6,7,12,112000,0.2,0.9515456254669675
363,0.6,7,13,122000,0.2,8.287764709534956
364,0.6,7,14,132000,0.2,0.9515456254669675
365,0.6,7,15,142000,0.2,0.9515456254669675
366,0.6,7,16,152000,0.2,0.9515456254669675
367,0.6,7,17,162000,0.2,0.8881509208866712
368,0.6,7,18,172000,0.2,1.0917662531916346
369,0.6,7,19,182000,0.2,0.8881509208866712
370,0.6,7,20,192000,0.2,0.8881509208866712
371,0.6,7,21,202000,0.2,0.8881509208866712
372,0.6,7,22,212000,0.2,0.8881509208866712
373,0.6,7,23,222000,0.2,0.8881509208866712
374,0.6,7,24,232000,0.2,0.8881509208866712
375,0.6,7,25,242000,0.2,0.8881509208866712
376,0.6,7,26,252000,0.2,0.8881509208866712
377,0.6,7,27,262000,0.2,0.8881509208866712
378,0.6,7,28,272000,0.2,0.8881509208866712
379,0.6,7,29,282000,0.2,0.8881509208866712
380,0.6,7,30,292000,0.2,0.8881509208866712
381,0.6,7,31,302000,0.2,0.8881509208866712
382,0.6,7,32,312000,0.2,0.8881509208866712
383,0.6,7,33,322000,0.2,0.8881509208866712
384,0.6,7,34,332000,0.2,0.8881509208866712
385,0.6,7,35,342000,0.2,0.8881509208866712
386,0.6,7,36,352000,0.2,0.8881509208866712
387,0.6,7,37,362000,0.2,0.8881509208866712
388,0.6,7,38,372000,0.2,0.8881509208866712
389,0.6,7,39,382000,0.2,0.8881509208866712
390,0.6,7,40,392000,0.2,0.8881509208866712
391,0.6,7,41,402000,0.2,0.8881509208866712
392,0.6,7,42,412000,0.2,0.8881509208866712
393,0.6,7,43,422000,0.2,0.8881509208866712
394,0.6,7,44,432000,0.2,0.8881509208866712
395,0.6,7,45,442000,0.2,0.8881509208866712
396,0.6,7,46,452000,0.2,0.8881509208866712
397,0.6,7,47,462000,0.2,0.8881509208866712
398,0.6,7,48,472000,0.2,0.8881509208866712
399,0.6,7,49,482000,0.2,0.8881509208866712
400,0.6,8,0,2000,0.05,1.3403383755953597
401,0.6,8,1,7000,0.1,0.581349299861665
402,0.6,8,2,12000,0.1,0.798876746907747
403,0.6,8,3,14000,0.05,2.1892948658762537
404,0.6,8,4,16000,0.05,1.783340247841123
405,0.6,8,5,18000,0.05,1.3866483275724257
406,0.6,8,6,20000,0.05,1.414167914019967
407,0.6,8,7,25000,0.1,0.5423439896806184
408,0.6,8,8,35000,0.2,0.5810605613922932
409,0.6,8,9,37000,0.05,1.0429824974229587
410,0.6,8,10,39000,0.05,0.6368796207719901
411,0.6,8,11,41000,0.05,0.6368796207719901
412,0.6,8,12,43000,0.05,0.8032157117515607
413,0.6,8,13,45000,0.05,0.8032157117515607
414,0.6,8,14,47000,0.05,0.8032157117515607
415,0.6,8,15,49000,0.05,0.8032157117515607
416,0.6,8,16,51000,0.05,0.8032157117515607
417,0.6,8,17,53000,0.05,0.8032157117515607
418,0.6,8,18,55000,0.05,0.8032157117515607
419,0.6,8,19,57000,0.05,0.8032157117515607
420,0.6,8,20,59000,0.05,0.8032157117515607
421,0.6,8,21,61000,0.05,0.8032157117515607
422,0.6,8,22,63000,0.05,0.8032157117515607
423,0.6,8,23,65000,0.05,0.822033853985008
424,0.6,8,24,67000,0.05,0.8032157117515607
425,0.6,8,25,69000,0.05,0.8032157117515607
426,0.6,8,26,71000,0.05,0.7388376451205397
427,0.6,8,27,73000,0.05,0.7388376451205397
428,0.6,8,28,75000,0.05,0.7388376451205397
429,0.6,8,29,77000,0.05,0.7388376451205397
430,0.6,8,30,79000,0.05,0.7388376451205397
431,0.6,8,31,81000,0.05,0.7388376451205397
432,0.6,8,32,83000,0.05,0.7388376451205397
433,0.6,8,33,85000,0.05,0.7388376451205397
434,0.6,8,34,87000,0.05,0.7388376451205397
435,0.6,8,35,89000,0.05,0.7388376451205397
436,0.6,8,36,91000,0.05,0.7388376451205397
437,0.6,8,37,93000,0.05,0.7388376451205397
438,0.6,8,38,95000,0.05,0.7388376451205397
439,0.6,8,39,97000,0.05,0.7388376451205397
440,0.6,8,40,99000,0.05,0.7388376451205397
441,0.6,8,41,101000,0.05,0.7388376451205397
442,0.6,8,42,103000,0.05,0.7388376451205397
443,0.6,8,43,105000,0.05,0.7388376451205397
444,0.6,8,44,107000,0.05,0.7388376451205397
445,0.6,8,45,109000,0.05,0.7388376451205397
446,0.6,8,46,111000,0.05,0.7388376451205397
447,0.6,8,47,113000,0.05,0.7388376451205397
448,0.6,8,48,115000,0.05,0.7388376451205397
449,0.6,8,49,117000,0.05,0.7388376451205397
450,0.6,9,0,2000,0.05,0.7317645731987648
451,0.6,9,1,7000,0.1,0.5144981659339029
452,0.6,9,2,12000,0.1,1.01816073261356
453,0.6,9,3,14000,0.05,0.7388376451205402
454,0.6,9,4,16000,0.05,0.7734578461532167
455,0.6,9,5,18000,0.05,0.6750659859090465
456,0.6,9,6,20000,0.05,0.6750659859090465
457,0.6,9,7,22000,0.05,1.0072386158345352
458,0.6,9,8,24000,0.05,0.6812428892952787
459,0.6,9,9,26000,0.05,0.6812428892952787
460,0.6,9,10,36000,0.2,0.48151503662753775
461,0.6,9,11,46000,0.2,0.48151503662753775
462,0.6,9,12,48000,0.05,0.7592837992493096
463,0.6,9,13,50000,0.05,0.822288711698399
464,0.6,9,14,52000,0.05,0.822288711698399
465,0.6,9,15,62000,0.2,0.5114483414396701
466,0.6,9,16,72000,0.2,0.48550878266003683
467,0.6,9,17,74000,0.05,1.2905897421097172
468,0.6,9,18,76000,0.05,0.9571295588551814
469,0.6,9,19,81000,0.1,1.01816073261356
470,0.6,9,20,91000,0.2,0.5169534717250754
471,0.6,9,21,93000,0.05,0.6142124489358374
472,0.6,9,22,95000,0.05,0.49411294398427985
473,0.6,9,23,100000,0.1,0.9245968403088921
474,0.6,9,24,102000,0.05,0.49411294398427985
475,0.6,9,25,104000,0.05,0.49411294398427985
476,0.6,9,26,106000,0.05,0.49411294398427985
477,0.6,9,27,108000,0.05,0.49411294398427985
478,0.6,9,28,110000,0.05,0.49411294398427985
479,0.6,9,29,112000,0.05,1.0107388417165124
480,0.6,9,30,117000,0.1,0.7219096472036971
481,0.6,9,31,127000,0.2,0.4588428336906181
482,0.6,9,32,129000,0.05,0.49411294398427985
483,0.6,9,33,131000,0.05,0.49411294398427985
484,0.6,9,34,133000,0.05,0.49411294398427985
485,0.6,9,35,143000,0.2,0.5114483414396701
486,0.6,9,36,148000,0.1,0.8026620969350424
487,0.6,9,37,150000,0.05,0.49411294398427985
488,0.6,9,38,152000,0.05,0.49411294398427985
489,0.6,9,39,154000,0.05,0.49411294398427985
490,0.6,9,40,161000,0.15000000000000002,0.7623037889282882
491,0.6,9,41,163000,0.05,0.49411294398427985
492,0.6,9,42,165000,0.05,0.49411294398427985
493,0.6,9,43,175000,0.2,0.5420710322376572
494,0.6,9,44,177000,0.05,0.49411294398427985
495,0.6,9,45,179000,0.05,0.49411294398427985
496,0.6,9,46,181000,0.05,0.49411294398427985
497,0.6,9,47,183000,0.05,0.49411294398427985
498,0.6,9,48,185000,0.05,0.49411294398427985
499,0.6,9,49,187000,0.05,0.49411294398427985
500,0.6,10,0,2000,0.05,0.8009626766652823
501,0.6,10,1,7000,0.1,0.5214355502816143
502,0.6,10,2,9000,0.05,0.8922363779593009
503,0.6,10,3,11000,0.05,0.7479431413583839
504,0.6,10,4,16000,0.1,0.38168263700644034
505,0.6,10,5,38000,0.44999999999999996,0.4065150233383114
506,0.6,10,6,40000,0.05,0.7479431413583839
507,0.6,10,7,42000,0.05,0.7479431413583839
508,0.6,10,8,47000,0.1,0.6692664096454873
509,0.6,10,9,54000,0.15000000000000002,0.3308469780663074
510,0.6,10,10,56000,0.05,0.7479431413583839
511,0.6,10,11,58000,0.05,0.4310489940155208
512,0.6,10,12,60000,0.05,0.4310489940155208
513,0.6,10,13,62000,0.05,0.5002552255174915
514,0.6,10,14,67000,0.1,0.34472754987883625
515,0.6,10,15,69000,0.05,0.7479431413583839
516,0.6,10,16,74000,0.1,0.518615999080894
517,0.6,10,17,76000,0.05,0.7479431413583839
518,0.6,10,18,81000,0.1,0.518615999080894
519,0.6,10,19,83000,0.05,0.7479431413583839
520,0.6,10,20,88000,0.1,0.518615999080894
521,0.6,10,21,93000,0.1,0.518615999080894
522,0.6,10,22,98000,0.1,0.518615999080894
523,0.6,10,23,100000,0.05,0.518615999080894
524,0.6,10,24,102000,0.05,0.518615999080894
525,0.6,10,25,104000,0.05,0.518615999080894
526,0.6,10,26,106000,0.05,0.518615999080894
527,0.6,10,27,141000,0.7000000000000001,0.40821784687226864
528,0.6,10,28,143000,0.05,0.518615999080894
529,0.6,10,29,178000,0.7000000000000001,0.40473854685212957
530,0.6,10,30,180000,0.05,0.518615999080894
531,0.6,10,31,215000,0.7000000000000001,0.40473854685212957
532,0.6,10,32,250000,0.7000000000000001,0.4790567222408695
533,0.6,10,33,285000,0.7000000000000001,0.40473854685212957
534,0.6,10,34,312000,0.5499999999999999,0.36778510852331725
